,nr,pytanie_po_polsku,pytanie_bez_mcq,pytanie_po_angielsku,odpowiedź,A,B,C,D,E,tags,marked,baza_pytań,część,dziedzina,tematy,,ID
,61,,W leczeniu nietrzymania moczu u seniorów znajdują zastosowanie następujące grupy leków:,,,"antycholinergiczne, preparaty estrogenowe, antagoniści receptorów adrenergicznych, koanalgetyki.","antycholinergiczne, preparaty estrogenowe, inhibitory wychwytu zwrotnego serotoniny i noradrenaliny, antagoniści receptorów adrenergicznych.","antycholinergiczne, inhibitory wychwytu zwrotnego serotoniny i noradrenaliny, antagoniści receptorów adrenergicznych, koanalgetyki.","antycholinergiczne, preparaty estrogenowe, inhibitory wychwytu zwrotnego serotoniny i noradrenaliny, koanalgetyki.","preparaty estrogenowe, inhibitory wychwytu zwrotnego serotoniny i noradrenaliny, antagoniści receptorów adrenergicznych, koanalgetyki.", medycyna_rodzinna,,CEM,część_2,medycyna_rodzinna,,medycyna_rodzinna,
,62,,Gradówka to:,,,zapalenie tylnych brzegów powiek.,zapalenie gruczołu łojowego Meiboma.,zapalenie gruczołów tarczkowych.,zakażenie nużeńcem.,ostre zapalenie gruczołów łojowych w obrębie powiek., medycyna_rodzinna,,CEM,część_2,medycyna_rodzinna,,medycyna_rodzinna,
,63,,"Zapalenie nerwu wzrokowego należy podejrzewać, gdy pacjent zgłasza następujące objawy: 1) nagłe i postępujące zaburzenia widzenia w jednym oku; 2) nagłe i postępujące zaburzenia widzenia obuocznego; 3) zaburzenia widzenia barw, zwłaszcza czerwonej i zielonej; 4) zaburzenia widzenia barw, zwłaszcza żółtej i niebieskiej; 5) obraz jasnej plamy w centralnym polu widzenia; 6) ból przy poruszaniu gałką oczną. Prawidłowa odpowiedź to:",,,"1,3,5.","1,4,6.","1,3,5,6.","2,4,5,6.","2,5.", medycyna_rodzinna,,CEM,część_2,medycyna_rodzinna,,medycyna_rodzinna,
,64,,"Wskaż czynniki predykcyjne raka jajnika:
1) niepłodność, mała liczba przebytych ciąż;
2) nosicielstwo mutacji BRCA1;
3) nosicielstwo mutacji BRCA2;
4) ponad 5-letnie stosowanie estrogenowej terapii zastępczej;
5) ponad 10-letnie stosowanie estrogenowej terapii zastępczej. Prawidłowa odpowiedź to:",,,"2,3,5,6.","1,2,3,5.","1,2,3,4.","1,2,5.","3,4.", medycyna_rodzinna,,CEM,część_2,medycyna_rodzinna,,medycyna_rodzinna,
,65,,Wskaż objawy raka jądra:,,,"guz, zgrubienie na jądrze, ginekomastia, przedwczesne dojrzewanie płciowe.","guz, zgrubienie na jądrze, ginekomastia, opóźnione dojrzewanie płciowe.","zgrubienie na jądrze, ból, ginekomastia, opóźnione dojrzewanie płciowe.","zgrubienie na jądrze, ból, ginekomastia, obrzęk najądrza.","guz, zgrubienie na jądrze, ból, obrzęk najądrza.", medycyna_rodzinna,,CEM,część_2,medycyna_rodzinna,,medycyna_rodzinna,
,66,,Do opioidów II stopnia drabiny analgetycznej zalicza się:,,,"kodeinę, tramadol, fentanyl, metadon.","tramadol, oksykodon, metadon, buprenorfinę.","dihydrokodeinę, kodeinę, tramadol, małe dawki morfiny.","dihydrokodeinę, małe dawki morfiny, tramadol, buprenorfinę.","małe dawki morfiny, tramadol, metadon, kodeinę.", medycyna_rodzinna,,CEM,część_2,medycyna_rodzinna,,medycyna_rodzinna,
,67,,"Wskaż przeciwwskazania do zabiegów fizjoterapii:
1) u pacjentów z rozpoznaną chorobą nowotworową przeciwwskazane są zabiegi w rejonie ogniska nowotworowego;
2) u pacjentów z rozrusznikiem serca przeciwwskazane są zabiegi z zastosowaniem prądu;
3) u pacjentów z pompą insulinową przeciwwskazane są wszystkie zabiegi;
4) u kobiet w I trymestrze ciąży przeciwwskazana jest kinezyterapia;
5) u kobiet w II trymestrze ciąży przeciwwskazana jest krioterapia. Prawdziwe stwierdzenia to:",,,"1,2,3,4.","1,2,4,5.","1,2,3,5.","2,3,4,5.","4,5.", medycyna_rodzinna,,CEM,część_2,medycyna_rodzinna,,medycyna_rodzinna,
,68,,Skala MMSE (Mini Mental State Examination) pozwala na ocenę:,,,"orientacji, pamięci, liczenia, koncentracji, uwagi, funkcji językowych.","orientacji, złożonych czynności dnia codziennego, koncentracji.","orientacji, złożonych czynności dnia codziennego, liczenia.","pamięci, stanu emocjonalnego, funkcji językowych.","pamięci, koncentracji , stanu emocjonalnego. ", medycyna_rodzinna,,CEM,część_2,medycyna_rodzinna,,medycyna_rodzinna,
,1,,Wskaż prawdziwe stwierdzenie dotyczące kryteriów wybranych zaburzeń jedzenia i odżywiania się:,,,"pica to utrwalone spożywanie niejadalnych substancji przez okres co najmniej pół roku, zarówno u dzieci jak i u dorosłych.","zwracanie pokarmu w zaburzeniach przeżuwania jest spowodowane stanem ogólnomedycznym, np. przerostem odźwiernika.","zaburzenie polegające na ograniczaniu/unikaniu przyjmowania pokarmu, wynika m.in. z charakterystyki organoleptycznej pokarmu, obaw o niepożądane konsekwencje jedzenia.",jadłowstręt psychiczny jest obarczony niskim ryzykiem śmierci w stosunku do innych zaburzeń psychicznych.,zaburzenia z napadami objadania się i żarłoczność psychiczna to są te same rozpoznania w DSM5., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,2,,"Wskaż fałszywe stwierdzenia dotyczące lęku przed separacją w dzieciństwie:
1) lęk separacyjny współistnieje często z zaburzeniami rozwoju i funkcjonowania społecznego;
2) problemy ze snem są ważnym kryterium diagnostycznym lęku separacyjnego;
3) lęk separacyjny rozpoznaje się powyżej 6. r.ż.;
4) kryterium czasu lęku separacyjnego – minimum 4 tygodnie;
5) lękowi separacyjnemu nie towarzyszą objawy somatyczne. Prawidłowa odpowiedź to:",,,tylko 1.,"2,4.",tylko 5.,"1,3,5.",wszystkie wymienione., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,3,,"Wskaż parasomnię, w której zgodnie z ICD 10 spełnione są następujące kryteria: „Najczęściej występuje u dzieci, jako stan zaburzeń świadomości, w którym występuje połączenie cech snu i czuwania, chodzenie, zazwyczaj podczas pierwszej z trzech części snu nocnego, w stadium czwartym snu NREM; po przebudzeniu epizod pokryty jest zazwyczaj niepamięcią; leczenie polega na podawaniu m.in. imipraminy”:",,,zaburzenia zachowania podczas snu.,somnambulizm.,koszmary nocne.,porażenie przysenne.,jaktacje., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,4,,Wskaż fałszywe stwierdzenie dotyczące leczenia ADHD:,,,w Polsce zarejestrowane są 2 leki w terapii ADHD.,skuteczny lek w terapii ADHD ma działanie psychostymulujące.,metodą pierwszego wyboru w leczenia ADHD jest farmakoterapia.,atomoksetyna ma zastosowanie w leczeniu ADHD z towarzyszącymi tikami.,zaleca się odstawianie metylofenidatu co najmniej raz w roku., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,5,,"W diagnozie różnicowej, u dzieci w wieku szkolnym, z podejrzeniem choroby afektywnej dwubiegunowej problemem jest pokrywanie się niektórych objawów manii i ADHD. Wskaż objawy, które występują w obu tych zaburzeniach:
1) angażowanie się w działania związane z przyjemnością, np. zakupy;
2) zachowania niedostosowane do okoliczności;
3) potrzeba mówienia, rozmowność;
4) nastawienie wielkościowe;
5) problemy z utrzymaniem uwagi. Prawidłowa odpowiedź to:",,,tylko 1.,tylko 4.,"1,4.","2,3,5.",wszystkie wymienione., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,6,,Wskaż fałszywe stwierdzenie dotyczące niepełnosprawności intelektualnej w stopniu lżejszym (IQ=69-50) w odniesieniu do różnicowania ze stopniami głębszymi:,,,korelacja sprawności umysłowej rodziców i dzieci w populacji IQ=69-50 jest bliska zeru.,w populacji IQ=69-50 objawy organicznego uszkodzenia OUN są rzadkie.,w populacji IQ=69-50 etiologia jest wieloczynnikowa.,w 95% przypadków w populacji IQ=69-50 dotyczy zaniedbanych warstw społecznych.,największą grupę stanowią osoby niepełnosprawne w stopniu lżejszym., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,7,,"35-letni mężczyzna, leczony psychiatrycznie od 7 roku życia. W 1. klasie przystawiał dzieciom drewniany pistolet, mówiąc zabijam. Lekceważył uwagi. Czas spędzał głównie robiąc liczne makiety broni. Cytował z pamięci długie teksty książki. Niezgrabny w poruszaniu, często podskakiwał, machał rękami, wydając dźwięki jak kaczka, także w miejscach publicznych. Nie przyjmował uwag, na studiach wykładowcom wytykał błędy. W grupie terapeutycznej wyśmiewał się ze słabości uczestników, nie reagował na ich emocje. Wskaż rozpoznanie według ICD 10 i DSM 5:",,,zespół Retta.,zaburzenia ze spektrum autyzmu wymagające wsparcia (zespół Aspergera).,autyzm wczesnodziecięcy.,zaburzenia zachowania.,dziecięce zaburzenia dezintegracyjne., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,8,,Wskaż fałszywe stwierdzenia dotyczące epidemiologii zachowań samobójczych:,,,około ¾ wszystkich samobójstw na świecie ma miejsce w krajach nisko i średnio rozwiniętych.,"w perspektywie ogólnoświatowej mężczyźni średnio około dwa razy częściej giną z powodu samobójstw niż kobiety, w Polsce – około 6 razy częściej.","około 90% osób, które podejmują samobójstwo, cierpi z powodu zaburzeń psychicznych.",w badaniach autopsyjnych nie wykazano związku pomiędzy występowaniem zachowań samobójczych a depresją.,"próby samobójcze niezakończone zgonem częściej podejmują kobiety niż mężczyźni, szczególnie w populacji osób młodych.", psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,9,,"Lekarz POZ powinien mieć wiedzę nt. znaczenia w ocenie ryzyka samobójczego zachowań przygotowawczych do samobójstwa. Spośród wymienionych zachowań wskaż to, które się do nich nie zalicza:",,,gromadzenie leków.,nadużywanie substancji psychoaktywnych.,"czytanie o sposobach odebrania sobie życia, wyszukiwanie w Internecie.",pisanie listu pożegnalnego.,"oddawanie kosztowności, regulowanie zobowiązań finansowych.", psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,10,,"„Ma charakter jawny, jej treści mogą zostać uświadomione, odnosi się do obiektów, ich właściwości lub zdarzeń”. Jest to opis pamięci:",,,niedeklaratywnej.,krótkotrwałej.,deklaratywnej.,proceduralnej.,operacyjnej. ., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,11,,"50-letnia kobieta, która z powodu ciężkiej depresji przez niecałe dwa lata była leczona sertraliną. Zgłasza skargi na obecne od około sześciu miesięcy poczucie osłabienia, nietolerancji zimna, obecność zaparć i przyrost masy ciała. W badaniu przedmiotowym stwierdzono suchą, szorstką skórę, bradykardię, hipotermię oraz obrzęk dłoni i stóp. Wskaż badanie laboratoryjne, które będzie najbardziej pomocne przy ustaleniu diagnozy:",,,badanie czynności wątroby.,pomiar poziomu elektrolitów w surowicy.,pomiar poziomu estrogenu w surowicy.,pomiar poziomu sertraliny w surowicy.,pomiar poziomu hormonu tyreotropowego w surowicy., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,12,,"35-letni mężczyzna z rozpoznaniem choroby afektywnej dwubiegunowej, ostatnio epizod mieszany, zgłasza się na rutynowe badanie kontrolne. W związku z tym, że stan psychiczny pacjenta był trudny do wyrównania, w ciągu ostatnich dwóch lat wymagał on terapii wieloma lekami. Pacjent podaje, że chociaż przy obecnym schemacie leczenia jego nastrój pozostaje stabilny, to w ciągu ostatnich trzech miesięcy skarży się na obecność drżenia (głównie) rąk. Który z leków jest najbardziej prawdopodobną przyczyną obecności drżenia u tego pacjenta?",,,karbamazepina.,gabapentyna.,lamotrygina.,węglan litu.,topiramat., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,13,,"19-letnia studentka zostaje przyprowadzona do kliniki przez swoją współlokatorkę, którą od 6 miesięcy niepokoi jej dziwne zachowanie. W ciągu ostatniego miesiąca pacjentka opisywała, w jaki sposób myśli innej osoby wkradały się do jej umysłu. Dodatkowo, pogorszeniu uległy jej oceny, a ona sama nie mówi tak dużo, jak wcześniej. Jej współlokatorka podaje, że podczas rozmowy pacjentka często zbacza z tematu, a innym osobom trudno zrozumieć co ma na myśli. Podczas badania pacjentka twierdzi, że reporter telewizyjny powiedział jej, że rząd ma dla niej specjalne zadanie i powinna posłuchać radia w celu uzyskania dalszych instrukcji. Który ze stanów jest najbardziej prawdopodobną przyczyną objawów u tej pacjentki?",,,ostre zaburzenia stresowe.,zaburzenia urojeniowe.,zaburzenia schizoafektywne.,schizofrenia.,zaburzenie typu schizofrenii., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,14,,"37-letni mężczyzna przychodzi do lekarza po tym, jak doznał załamania nerwowego. Pacjent podaje, że po niedawnym ogłoszeniu bankructwa, utracie domu i firmy, popadł w głęboką depresję. W tym czasie zaczął słyszeć głosy mówiące mu, że jest bezużyteczny i powinien się zabić. Pacjent twierdzi, że objawy te ustąpiły po około tygodniu. Wcześniej nie miał podobnych epizodów. W wywiadzie nie podaje obecności zaburzeń psychicznych. Badanie fizykalne nie wskazuje na obecność nieprawidłowości, a wyniki badań laboratoryjnych mieszczą się w granicach normy. Wskaż prawidłową diagnozę:",,,zaburzenie osobowości typu borderline.,ostre i przemijające zaburzenie psychotyczne.,"epizod depresji ciężki, z objawami psychotycznymi.",schizofrenia.,zaburzenie schizofreniczne., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,15,,"28-letni mężczyzna przychodzi do lekarza z powodu obecności silnego niepokoju, lęku i uogólnionego bólu mięśni, które odczuwa od trzech dni. Pacjent podaje też, że od dwóch dni nie śpi. W badaniu przedmiotowym obserwowane rozszerzenie źrenic, łzawienie, wzmożona potliwość i piloerekcja. Odstawienie której z poniższych substancji stanowi najbardziej prawdopodobną przyczynę tego stanu?",,,kokaina.,środki wziewne.,metamfetamina.,modafinil.,opioidy., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,16,,"48-letni mężczyzna przychodzi do lekarza na coroczne badanie fizykalne. Pacjent od 20 lat wypala jedną paczkę papierosów dziennie i twierdzi, że chce rzucić palenie. Kilka razy tego próbował, jednak za każdym razem cierpiał z powodu obniżenia nastroju, trudności ze snem, lęku, niepokoju i zwiększonego apetytu. Pacjent podaje, że opisywane objawy były tak silne, że uniemożliwiały mu dobre funkcjonowanie w pracy. Wskaż opcję terapeutyczną, która jest najbardziej odpowiednia jako pomoc w zaprzestaniu palenia:",,,alprazolam.,diazepam.,plastry nikotynowe.,kwas nikotynowy.,wareniklina., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,17,,"55-letnia kobieta przychodzi do lekarza, ponieważ od 20 lat cierpi z powodu przymusu powtarzania różnych czynności i jest już zmęczona marnowaniem czasu. Pacjentka podaje, że wielokrotnie w ciągu dnia sprawdza czy zamknęła drzwi w swoim domu, kilka razy na godzinę myje ręce i każdego ranka przed wyjściem do pracy trzy razy sprawdza czy wyłączyła różne urządzenia elektryczne. W wywiadzie obecny blok przedsionkowo-komorowy II stopnia. Który z poniższych leków będzie stanowił najlepszą opcję terapeutyczną dla tej pacjentki?",,,sertralina.,klomipramina.,klonazepam.,metylofenidat.,kwetiapina., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,18,,"20-letnia studentka zgłasza się do ośrodka zdrowia, ponieważ od trzech miesięcy, tj. odkąd padła ofiarą gwałtu na randce podczas imprezy, ma objawy depresji. Pacjentka podaje, że kiedy doszło do incydentu była pod wpływem alkoholu i niewiele pamięta. Była jednak bardzo zawstydzona, kiedy obudziła się na miejscu zdarzenia i zdała sobie sprawę z tego, co się stało. Nie szukała wówczas opieki medycznej. Pacjentka twierdzi, że nie powiedziała o tym zdarzeniu swoim przyjaciołom, nadal uczęszczała na zajęcia i pracowała. Mówi jednak, że ciągle czuje się smutna i niespokojna, stała się płaczliwa i wycofana, ma także trudności ze snem z powodu przerażających koszmarów. Wskaż najbardziej prawdopodobne rozpoznanie w przypadku tej pacjentki:",,,ostre zaburzenie stresowe.,"zaburzenie adaptacyjne, nieokreślone.",uogólnione zaburzenie lękowe.,duże zaburzenie depresyjne.,PTSD., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,19,,"42-letni mężczyzna zostaje skierowany do lekarza celem oceny stanu psychicznego. Pacjent podaje, że od dawna obawia się krytyki i odrzucenia. Ma również poczucie nieadekwatności i odmawia podejmowania nowych zajęć z powodu strachu przed poczuciem zakłopotania. Pomimo kilku możliwości awansu, pacjent od 14 lat zajmuje to samo stanowisko w swoim miejscu pracy. Jest kawalerem, a w swoim życiu był tylko w jednym intymnym związku, który trwał zaledwie kilka tygodni. Poza tymi, których poznał w klubie modelarskim, pacjent ma też niewielu przyjaciół. Wskaż zaburzenie osobowości, które jest najbardziej prawdopodobne:",,,osobowość unikająca.,osobowość zależna.,osobowość paranoiczna.,osobowość schizoidalna.,osobowość schizotypowa., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,20,,"23-letni mężczyzna przychodzi do lekarza, ponieważ odczuwa dolegliwości bólowe prawej ręki. Obecna przy badaniu pielęgniarka podaje, że pacjent był rozdrażniony i niechętnie odpowiadał na wiele pytań wstępnych, a także odmówił przebrania w podaną mu przed badaniem odzież szpitalną. Podczas badania pacjent jest początkowo czarujący i wygadany, ale po zapewnieniu, że informacje, które podaje, nie zostaną przekazane jego kuratorowi, przyznaje, że brał udział w walce na pięści. Z dumą podaje, że „ten drugi jest w dużo gorszym stanie”. Wskaż zaburzenie psychiczne, na które najprawdopodobniej cierpi ten pacjent?",,,osobowość antyspołeczna.,"zaburzenie afektywne dwubiegunowe, ostatni epizod hipomaniakalny.",zaburzenie zachowania.,zaburzenie opozycyjno-buntownicze.,osobowość paranoiczna., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
,21,,"46-letni mężczyzna zostaje przywieziony na oddział ratunkowy karetką pogotowia, ponieważ od czterech godzin ma halucynacje wzrokowe. Żona pacjenta podaje, że przez ostatnie dwa dni miał on biegunkę, był pobudzony i zdezorientowany. Dwa tygodnie temu z powodu częstych nieobecności został zwolniony z pracy. Nie może znaleźć nowego miejsca zatrudnienia i od kilku dni prosi znajomych o pieniądze. Pacjent od 25 lat wypija pół litra whisky na dobę. Jego temperatura ciała wynosi 38,5°C, tętno 126/min, a ciśnienie krwi 162/102 mm Hg. Wskaż najwłaściwszy sposób postępowania w przypadku tego pacjenta?",,,przyjęcie do szpitala w celu monitorowania jego stanu objęcia opieką społeczną.,wypis i skierowanie do ambulatoryjnego ośrodka leczenia uzależnień.,domięśniowe podanie haloperidolu i wypis.,dożylny wlew alkoholu etylowego i wypis.,doustne podanie diazepamu i przyjęcie do szpitala., psychiatria,,CEM,część_2,psychiatria,,psychiatria,
